pass_id,mode,batch_size,prefill_tokens,decode_tokens,avg_seq_len,forward_time_ms,global_step
1,EXTEND,1,313,0,313.00,2880.20,1
2,EXTEND,27,8192,0,303.41,82.83,1
3,EXTEND,283,4939,0,314.51,36.95,1
4,DECODE,310,0,310,315.45,26.31,1
5,DECODE,310,0,310,316.45,6.79,1
6,DECODE,310,0,310,317.45,6.74,1
7,DECODE,310,0,310,318.45,6.66,1
8,DECODE,310,0,310,319.45,6.63,1
9,DECODE,310,0,310,320.45,6.52,1
10,DECODE,310,0,310,321.45,6.69,1
11,DECODE,310,0,310,322.45,6.66,1
12,DECODE,310,0,310,323.45,6.72,1
13,DECODE,310,0,310,324.45,6.59,1
14,DECODE,310,0,310,325.45,6.59,1
15,DECODE,310,0,310,326.45,7.39,1
16,DECODE,310,0,310,327.45,6.57,1
17,DECODE,310,0,310,328.45,6.59,1
18,DECODE,310,0,310,329.45,6.62,1
19,DECODE,310,0,310,330.45,6.85,1
20,DECODE,310,0,310,331.45,7.06,1
21,DECODE,310,0,310,332.45,7.26,1
22,DECODE,310,0,310,333.45,7.07,1
23,DECODE,310,0,310,334.45,7.31,1
24,DECODE,310,0,310,335.45,7.05,1
25,DECODE,310,0,310,336.45,7.05,1
26,DECODE,310,0,310,337.45,7.05,1
27,DECODE,310,0,310,338.45,7.04,1
28,DECODE,310,0,310,339.45,7.08,1
29,DECODE,306,0,306,340.48,7.31,1
30,EXTEND,98,1330,0,313.88,33.97,1
31,DECODE,347,0,347,334.11,10.12,1
32,EXTEND,70,1062,0,314.86,27.98,1
33,DECODE,379,0,379,330.91,8.62,1
34,EXTEND,49,662,0,314.67,28.08,1
35,DECODE,362,0,362,327.73,8.36,1
36,EXTEND,61,821,0,313.92,28.58,1
37,DECODE,373,0,373,324.28,8.15,1
38,EXTEND,54,734,0,313.85,28.50,1
39,DECODE,400,0,400,322.48,8.65,1
40,EXTEND,37,513,0,315.11,24.78,1
41,DECODE,429,0,429,322.37,8.82,1
42,EXTEND,18,226,0,313.72,26.77,1
43,DECODE,427,0,427,321.77,8.11,1
44,EXTEND,20,248,0,314.85,17.20,1
45,DECODE,445,0,445,322.33,9.94,1
46,EXTEND,8,75,0,314.50,27.48,1
47,DECODE,450,0,450,322.99,9.01,1
48,EXTEND,5,31,0,314.60,23.82,1
49,DECODE,450,0,450,323.54,8.50,1
50,EXTEND,6,58,0,314.67,23.11,1
51,DECODE,456,0,456,324.43,8.18,1
52,DECODE,456,0,456,325.43,8.12,1
53,DECODE,456,0,456,326.43,8.24,1
54,DECODE,456,0,456,327.43,8.05,1
55,DECODE,456,0,456,328.43,8.03,1
56,DECODE,456,0,456,329.43,8.05,1
57,DECODE,456,0,456,330.43,8.06,1
58,DECODE,456,0,456,331.43,8.07,1
59,DECODE,456,0,456,332.43,8.07,1
60,DECODE,456,0,456,333.43,8.03,1
61,DECODE,456,0,456,334.43,8.99,1
62,DECODE,456,0,456,335.43,8.82,1
63,DECODE,456,0,456,336.43,8.77,1
64,DECODE,456,0,456,337.43,8.84,1
65,DECODE,456,0,456,338.43,8.82,1
66,DECODE,451,0,451,339.44,9.03,1
67,EXTEND,12,172,0,314.67,47.14,1
68,DECODE,418,0,418,339.79,8.49,1
69,EXTEND,33,477,0,315.33,37.53,1
70,DECODE,414,0,414,338.85,9.89,1
71,EXTEND,36,454,0,314.11,24.81,1
72,DECODE,418,0,418,337.43,7.90,1
73,EXTEND,34,448,0,314.68,15.93,1
74,DECODE,421,0,421,336.25,7.91,1
75,EXTEND,33,457,0,314.03,22.47,1
76,DECODE,390,0,390,334.42,7.53,1
77,EXTEND,53,797,0,314.77,23.40,1
78,DECODE,413,0,413,332.34,8.12,1
79,EXTEND,39,531,0,315.31,28.07,1
80,DECODE,421,0,421,330.95,8.20,1
81,EXTEND,34,468,0,314.18,21.99,1
82,DECODE,421,0,421,329.53,8.78,1
83,EXTEND,14,210,0,316.14,23.68,1
84,DECODE,412,0,412,329.17,7.93,1
85,DECODE,412,0,412,330.17,7.91,1
86,DECODE,390,0,390,330.27,7.37,1
87,DECODE,376,0,376,330.73,7.21,1
88,DECODE,361,0,361,331.08,7.11,1
89,DECODE,353,0,353,331.68,7.15,1
90,DECODE,352,0,352,332.61,7.03,1
91,DECODE,345,0,345,333.20,7.04,1
92,DECODE,343,0,343,334.08,7.42,1
93,DECODE,341,0,341,334.89,7.14,1
94,DECODE,341,0,341,335.89,7.09,1
95,DECODE,341,0,341,336.89,7.19,1
96,DECODE,339,0,339,337.70,7.08,1
97,DECODE,339,0,339,338.70,7.69,1
98,DECODE,338,0,338,339.64,7.86,1
99,DECODE,338,0,338,340.64,7.67,1
100,DECODE,335,0,335,341.31,9.12,1
101,DECODE,334,0,334,342.17,7.86,1
102,DECODE,334,0,334,343.17,7.59,1
103,DECODE,321,0,321,344.22,7.55,1
104,DECODE,312,0,312,345.34,7.64,1
105,DECODE,308,0,308,346.40,7.55,1
106,DECODE,284,0,284,347.71,8.77,1
107,DECODE,262,0,262,349.16,8.58,1
108,DECODE,250,0,250,350.50,8.45,1
109,DECODE,210,0,210,352.89,7.70,1
110,DECODE,181,0,181,355.51,6.03,1
111,DECODE,142,0,142,359.12,5.98,1
112,DECODE,114,0,114,362.88,5.47,1
113,DECODE,96,0,96,367.27,5.12,1
114,DECODE,91,0,91,369.43,4.10,1
115,DECODE,84,0,84,371.44,5.02,1
116,DECODE,78,0,78,374.12,4.97,1
117,DECODE,75,0,75,375.91,3.97,1
118,DECODE,75,0,75,376.91,3.99,1
119,DECODE,75,0,75,377.91,4.04,1
120,DECODE,71,0,71,380.11,4.89,1
121,DECODE,70,0,70,381.50,4.47,1
122,DECODE,68,0,68,382.47,4.14,1
123,DECODE,67,0,67,383.79,4.00,1
124,DECODE,67,0,67,384.79,4.02,1
125,DECODE,67,0,67,385.79,4.05,1
126,DECODE,67,0,67,386.79,4.56,1
127,DECODE,67,0,67,387.79,4.62,1
128,DECODE,67,0,67,388.79,4.55,1
129,DECODE,67,0,67,389.79,4.63,1
130,DECODE,67,0,67,390.79,4.65,1
131,DECODE,67,0,67,391.79,4.53,1
132,DECODE,66,0,66,392.36,4.59,1
133,DECODE,65,0,65,392.88,4.44,1
134,DECODE,64,0,64,393.41,6.39,1
135,DECODE,64,0,64,394.41,4.69,1
136,DECODE,64,0,64,395.41,4.49,1
137,DECODE,63,0,63,396.33,4.71,1
138,DECODE,63,0,63,397.33,4.51,1
139,DECODE,63,0,63,398.33,4.56,1
140,DECODE,63,0,63,399.33,4.49,1
141,DECODE,63,0,63,400.33,4.58,1
142,DECODE,62,0,62,400.84,4.65,1
143,DECODE,60,0,60,402.58,4.68,1
144,DECODE,60,0,60,403.58,4.52,1
145,DECODE,60,0,60,404.58,4.47,1
146,DECODE,60,0,60,405.58,4.52,1
147,DECODE,59,0,59,406.46,4.70,1
148,DECODE,59,0,59,407.46,4.48,1
149,DECODE,58,0,58,407.95,4.68,1
150,DECODE,57,0,57,408.98,4.71,1
151,DECODE,55,0,55,409.27,6.29,1
152,DECODE,55,0,55,410.27,4.41,1
153,DECODE,55,0,55,411.27,4.46,1
154,DECODE,55,0,55,412.27,5.40,1
155,DECODE,55,0,55,413.27,4.47,1
156,DECODE,55,0,55,414.27,4.41,1
157,DECODE,55,0,55,415.27,4.37,1
158,DECODE,55,0,55,416.27,4.48,1
159,DECODE,55,0,55,417.27,4.42,1
160,DECODE,54,0,54,418.70,4.61,1
161,DECODE,51,0,51,419.47,4.62,1
162,DECODE,51,0,51,420.47,4.47,1
163,DECODE,51,0,51,421.47,4.37,1
164,DECODE,50,0,50,422.38,4.63,1
165,DECODE,49,0,49,422.76,4.71,1
166,DECODE,49,0,49,423.76,4.42,1
167,DECODE,49,0,49,424.76,4.47,1
168,DECODE,49,0,49,425.76,4.40,1
169,DECODE,49,0,49,426.76,4.47,1
170,DECODE,48,0,48,427.10,6.19,1
171,DECODE,48,0,48,428.10,4.39,1
172,DECODE,48,0,48,429.10,4.35,1
173,DECODE,48,0,48,430.10,4.32,1
174,DECODE,48,0,48,431.10,4.38,1
175,DECODE,48,0,48,432.10,4.40,1
176,DECODE,48,0,48,433.10,4.45,1
177,DECODE,48,0,48,434.10,4.32,1
178,DECODE,48,0,48,435.10,4.36,1
179,DECODE,48,0,48,436.10,4.34,1
180,DECODE,48,0,48,437.10,4.31,1
181,DECODE,48,0,48,438.10,4.35,1
182,DECODE,48,0,48,439.10,4.39,1
183,DECODE,48,0,48,440.10,4.39,1
184,DECODE,48,0,48,441.10,4.31,1
185,DECODE,48,0,48,442.10,4.35,1
186,DECODE,48,0,48,443.10,4.32,1
187,DECODE,46,0,46,443.30,4.54,1
188,DECODE,45,0,45,443.51,4.58,1
189,DECODE,45,0,45,444.51,4.42,1
190,DECODE,45,0,45,445.51,4.41,1
191,DECODE,44,0,44,446.98,4.63,1
192,DECODE,43,0,43,447.81,4.64,1
193,DECODE,43,0,43,448.81,4.53,1
194,DECODE,43,0,43,449.81,4.50,1
195,DECODE,43,0,43,450.81,4.53,1
196,DECODE,42,0,42,450.98,4.85,1
197,DECODE,42,0,42,451.98,4.53,1
198,DECODE,41,0,41,452.73,4.69,1
199,DECODE,40,0,40,452.85,6.26,1
200,DECODE,40,0,40,453.85,4.34,1
201,DECODE,40,0,40,454.85,4.38,1
202,DECODE,40,0,40,455.85,4.33,1
203,DECODE,40,0,40,456.85,4.39,1
204,DECODE,40,0,40,457.85,4.36,1
205,DECODE,39,0,39,457.90,4.53,1
206,DECODE,38,0,38,458.71,4.57,1
207,DECODE,38,0,38,459.71,4.35,1
208,DECODE,38,0,38,460.71,4.39,1
209,DECODE,38,0,38,461.71,4.33,1
210,DECODE,38,0,38,462.71,4.38,1
211,DECODE,37,0,37,463.51,4.51,1
212,DECODE,37,0,37,464.51,4.46,1
213,DECODE,37,0,37,465.51,4.39,1
214,DECODE,37,0,37,466.51,4.33,1
215,DECODE,37,0,37,467.51,4.42,1
216,DECODE,36,0,36,469.08,4.54,1
217,DECODE,34,0,34,470.41,4.62,1
218,DECODE,33,0,33,471.21,4.49,1
219,DECODE,33,0,33,472.21,7.57,1
220,DECODE,31,0,31,471.81,6.28,1
221,DECODE,31,0,31,472.81,4.37,1
222,DECODE,31,0,31,473.81,4.30,1
223,DECODE,31,0,31,474.81,4.30,1
224,DECODE,30,0,30,476.33,4.40,1
225,DECODE,30,0,30,477.33,4.30,1
226,DECODE,30,0,30,478.33,4.17,1
227,DECODE,30,0,30,479.33,4.16,1
228,DECODE,30,0,30,480.33,4.18,1
229,DECODE,30,0,30,481.33,4.15,1
230,DECODE,30,0,30,482.33,4.14,1
231,DECODE,30,0,30,483.33,4.19,1
232,DECODE,29,0,29,485.03,4.40,1
233,DECODE,28,0,28,484.68,4.33,1
234,DECODE,27,0,27,486.26,4.37,1
235,DECODE,27,0,27,487.26,4.13,1
236,DECODE,27,0,27,488.26,4.01,1
237,DECODE,27,0,27,489.26,4.09,1
238,DECODE,27,0,27,490.26,4.19,1
239,DECODE,27,0,27,491.26,4.13,1
240,DECODE,27,0,27,492.26,4.05,1
241,DECODE,27,0,27,493.26,4.07,1
242,DECODE,27,0,27,494.26,4.12,1
243,DECODE,27,0,27,495.26,4.06,1
244,DECODE,27,0,27,496.26,4.13,1
245,DECODE,27,0,27,497.26,4.13,1
246,DECODE,27,0,27,498.26,4.08,1
247,DECODE,27,0,27,499.26,4.14,1
248,DECODE,27,0,27,500.26,4.13,1
249,DECODE,27,0,27,501.26,4.10,1
250,DECODE,26,0,26,501.73,4.26,1
251,DECODE,26,0,26,502.73,4.25,1
252,DECODE,26,0,26,503.73,4.23,1
253,DECODE,26,0,26,504.73,4.19,1
254,DECODE,24,0,24,504.75,5.92,1
255,DECODE,24,0,24,505.75,4.05,1
256,DECODE,23,0,23,507.30,4.25,1
